,DATE,Rain24,Rain48,Rain72,Solarhours,BeachType,Wspeed_level,Wdirection_level,on_offshore,Entero_level
0,1995-12-16,9.17,13.67,37.0,1.8,1,1,9,0,0
1469,1995-12-16,0.0,22.66,26.14,1.8,0,1,9,0,0
723,1995-12-16,0.17,23.200000000000003,29.47,1.8,1,1,9,0,0
1470,1995-12-27,0.0,2.91,4.65,8.5,0,1,12,0,0
1,1995-12-27,0.0,0.0,0.33,8.5,1,1,10,2,0
724,1995-12-27,0.58,3.54,5.66,8.5,1,1,12,2,0
725,1995-12-28,0.0,0.58,3.54,11.7,1,1,13,2,0
2,1995-12-28,2.5,2.5,2.5,11.7,1,1,14,1,0
1471,1995-12-28,0.0,0.0,2.91,11.7,0,1,13,2,0
726,1996-01-07,0.0,0.0,0.0,7.9,1,1,4,2,0
3,1996-01-07,0.0,0.0,0.0,7.9,1,1,6,0,0
1472,1996-01-07,0.0,0.0,0.0,7.9,0,1,4,1,0
727,1996-01-08,0.0,0.0,0.0,4.4,1,1,3,1,0
4,1996-01-08,0.0,0.0,0.0,4.4,1,1,4,2,0
1473,1996-01-08,0.0,0.0,0.0,4.4,0,1,3,1,0
1474,1996-01-12,0.0,0.0,0.0,0.0,0,1,2,1,0
728,1996-01-12,0.0,0.0,0.0,0.0,1,1,2,1,0
5,1996-01-12,17.67,23.17,23.17,0.0,1,1,1,1,0
1475,1996-01-23,0.0,0.0,0.0,7.0,0,1,6,2,0
6,1996-01-23,0.0,0.0,0.0,7.0,1,1,6,0,0
729,1996-01-23,0.0,0.0,4.67,7.0,1,1,6,2,0
730,1996-01-24,0.0,0.0,0.0,11.6,1,1,10,0,0
1476,1996-01-24,0.0,0.0,0.0,11.6,0,1,10,0,0
7,1996-01-24,0.0,0.0,0.0,11.6,1,1,8,0,0
731,1996-01-25,0.0,0.0,0.0,11.8,1,1,7,0,0
8,1996-01-25,0.0,0.0,0.0,11.8,1,1,7,0,0
1477,1996-01-25,0.0,0.0,0.0,11.8,0,1,7,2,0
732,1996-01-26,0.0,0.0,0.0,8.4,1,1,8,0,0
9,1996-01-26,0.0,0.0,0.0,8.4,1,1,9,0,0
1478,1996-01-26,0.0,0.0,0.0,8.4,0,1,8,0,0
733,1996-01-28,0.0,0.0,0.0,9.9,1,1,9,0,0
10,1996-01-28,0.0,0.0,0.0,9.9,1,1,9,0,0
1479,1996-01-28,0.0,0.0,0.0,9.9,0,1,9,0,0
734,1996-02-07,0.35,0.35,0.35,5.9,1,1,0,1,0
11,1996-02-07,7.0,7.83,7.83,5.9,1,1,0,1,0
1480,1996-02-07,0.61,0.61,0.61,5.9,0,1,0,1,0
735,1996-02-10,0.0,2.1,14.04,4.2,1,1,5,2,0
12,1996-02-10,0.0,0.0,10.67,4.2,1,1,5,0,0
1481,1996-02-10,0.0,1.22,16.46,4.2,0,1,5,2,1
13,1996-02-12,0.67,1.0,1.0,9.9,1,1,1,1,0
736,1996-02-12,0.0,0.0,0.0,9.9,1,1,1,1,0
1482,1996-02-12,0.0,0.0,0.0,9.9,0,1,1,1,0
14,1996-02-21,7.0,7.67,16.67,0.9,1,1,7,0,0
737,1996-02-21,0.0,9.89,12.03,0.9,1,1,9,0,0
1483,1996-02-21,0.0,2.44,3.66,0.9,0,1,9,0,0
1484,1996-02-24,0.0,4.88,15.85,8.1,0,1,7,2,0
15,1996-02-24,0.0,0.0,14.0,8.1,1,1,6,0,0
738,1996-02-24,0.0,3.45,17.11,8.1,1,1,7,0,0
739,1996-02-25,0.0,0.0,3.45,6.7,1,1,6,2,0
1485,1996-02-25,0.0,0.0,4.88,6.7,0,1,6,2,0
16,1996-02-25,0.0,0.0,0.0,6.7,1,1,6,0,0
1486,1996-02-27,0.0,0.0,0.0,8.0,0,1,9,0,0
17,1996-02-27,0.0,0.0,0.0,8.0,1,1,6,0,0
740,1996-02-27,0.0,0.0,0.0,8.0,1,1,9,0,0
1487,1996-03-07,0.0,0.49,0.49,6.9,0,1,9,0,0
18,1996-03-07,0.0,0.0,0.0,6.9,1,1,6,0,0
741,1996-03-07,0.0,2.93,2.93,6.9,1,1,9,0,0
19,1996-03-09,0.83,0.83,0.83,5.8,1,1,4,2,0
1488,1996-03-09,0.0,0.0,0.0,5.8,0,1,12,0,0
742,1996-03-09,0.0,0.0,0.0,5.8,1,1,12,2,0
743,1996-03-11,0.04,2.11,2.11,2.0,1,1,8,0,0
20,1996-03-11,0.0,1.67,2.5,2.0,1,1,7,0,0
1489,1996-03-11,0.0,0.49,0.49,2.0,0,1,8,0,0
744,1996-03-13,0.0,0.0,0.04,8.7,1,1,11,0,0
1490,1996-03-13,0.0,0.0,0.0,8.7,0,1,11,0,0
21,1996-03-13,0.0,0.0,0.0,8.7,1,1,3,2,0
745,1996-03-24,0.23,8.97,14.760000000000002,8.6,1,1,9,0,0
22,1996-03-24,0.67,2.34,13.67,8.6,1,1,7,0,0
1491,1996-03-24,0.0,5.39,8.33,8.6,0,1,9,0,0
746,1996-03-25,0.0,0.23,8.97,7.8,1,1,9,0,0
1492,1996-03-25,0.0,0.0,5.39,7.8,0,1,9,0,0
23,1996-03-25,0.0,0.67,2.34,7.8,1,0,0,1,0
747,1996-03-28,0.1,10.73,10.86,7.7,1,1,2,1,0
24,1996-03-28,0.0,0.0,0.0,7.7,1,1,2,2,0
1493,1996-03-28,0.0,14.69,14.69,7.7,0,1,2,1,0
748,1996-12-03,4.17,9.31,49.06999999999999,0.2,1,1,15,1,0
1494,1996-12-03,0.0,4.31,81.19,0.2,0,1,15,2,0
25,1996-12-03,12.83,19.16,33.16,0.2,1,1,0,1,0
26,1996-12-13,14.67,19.67,20.0,0.2,1,1,7,0,0
749,1996-12-13,2.32,2.32,5.18,0.2,1,1,6,2,0
1495,1996-12-13,2.12,2.12,5.83,0.2,0,1,6,2,0
27,1996-12-17,0.0,0.33,1.83,5.3,1,1,12,2,0
750,1996-12-17,0.0,0.21,0.25,5.3,1,1,11,0,0
1496,1996-12-17,0.0,0.0,0.0,5.3,0,1,11,0,0
28,1996-12-27,0.0,0.0,0.0,2.4,1,1,3,2,0
1497,1996-12-27,0.0,0.0,0.0,2.4,0,1,3,1,0
751,1997-01-02,0.72,0.72,13.98,3.5,1,1,2,1,0
29,1997-01-02,0.33,1.83,2.5,3.5,1,1,2,2,0
1498,1997-01-02,0.0,0.0,14.84,3.5,0,1,2,1,0
752,1997-01-12,0.5,8.32,10.09,3.5,1,1,12,2,0
30,1997-01-12,0.0,2.33,7.16,3.5,1,1,11,2,0
1499,1997-01-12,0.71,6.39,8.52,3.5,0,1,12,0,0
753,1997-01-14,0.0,0.0,0.5,3.5,1,1,15,1,0
31,1997-01-14,3.33,4.0,4.0,3.5,1,1,1,1,0
1500,1997-01-14,0.0,0.0,0.71,3.5,0,1,15,2,0
32,1997-01-15,4.0,7.33,8.0,3.5,1,1,6,0,0
1501,1997-01-15,0.0,0.0,0.0,3.5,0,1,7,2,0
754,1997-01-15,0.29,0.29,0.29,3.5,1,1,7,0,0
33,1997-01-16,0.83,4.83,8.16,3.5,1,1,7,0,0
1502,1997-01-16,0.0,0.0,0.0,3.5,0,1,8,0,0
755,1997-01-16,0.83,1.12,1.12,3.5,1,1,8,0,0
34,1997-01-24,0.0,0.0,0.0,3.5,1,1,1,1,0
1503,1997-01-24,0.71,0.71,0.71,3.5,0,1,1,1,0
756,1997-01-24,0.39,0.39,0.39,3.5,1,1,1,1,0
35,1997-01-26,0.0,0.0,0.0,3.5,1,1,8,0,0
757,1997-01-26,0.0,0.0,0.39,3.5,1,1,8,0,0
1504,1997-01-26,0.0,0.0,0.71,3.5,0,1,8,0,0
758,1997-01-27,0.0,0.0,0.0,3.5,1,1,6,2,0
1505,1997-01-27,0.0,0.0,0.0,3.5,0,1,6,2,1
36,1997-01-27,0.0,0.0,0.0,3.5,1,1,6,0,0
1506,1997-01-29,0.0,0.0,0.0,3.5,0,1,4,1,0
37,1997-01-30,0.0,0.0,0.0,3.5,1,1,7,0,0
759,1997-01-30,0.0,0.0,0.0,3.5,1,1,6,2,0
1507,1997-01-30,0.0,0.0,0.0,3.5,0,1,6,2,0
1508,1997-01-31,0.0,0.0,0.0,3.5,0,1,5,2,0
38,1997-01-31,0.0,0.0,0.0,3.5,1,1,6,0,0
760,1997-01-31,0.0,0.0,0.0,3.5,1,1,5,2,0
761,1997-02-09,0.0,0.0,0.99,10.1,1,1,12,2,0
1509,1997-02-09,0.08,0.16,0.24,10.1,0,1,12,0,0
39,1997-02-09,0.0,0.67,28.340000000000003,10.1,1,1,11,2,0
762,1997-02-11,0.0,0.0,0.0,7.6,1,1,13,2,0
1510,1997-02-13,0.08,0.16,0.24,11.4,0,1,7,2,0
40,1997-02-13,1.33,18.0,32.0,11.4,1,1,7,0,0
41,1997-02-14,0.0,1.33,18.0,10.0,1,1,5,0,0
763,1997-02-14,0.0,0.13,4.48,10.0,1,1,3,1,0
1511,1997-02-14,0.08,0.16,0.24,10.0,0,1,3,1,0
764,1997-02-23,0.0,0.0,0.56,9.4,1,1,3,1,0
42,1997-02-23,1.67,2.5,2.83,9.4,1,1,1,1,0
1512,1997-02-23,0.18,0.36,0.74,9.4,0,1,3,1,0
43,1997-02-26,0.0,2.0,3.0,8.5,1,1,8,0,0
765,1997-02-26,3.74,3.74,3.74,8.5,1,1,10,0,0
1513,1997-02-26,26.63,26.85,30.34,8.5,0,1,10,0,0
766,1997-02-27,0.0,3.74,3.74,11.4,1,1,14,2,0
44,1997-02-27,0.67,0.67,2.67,11.4,1,1,15,1,0
1514,1997-02-27,4.36,30.99,31.21,11.4,0,1,14,2,0
767,1997-02-28,0.0,0.0,3.74,6.6,1,1,7,0,0
45,1997-02-28,6.0,6.67,6.67,6.6,1,1,7,0,0
1515,1997-02-28,0.25,4.61,31.24,6.6,0,1,7,2,0
1516,1997-03-03,45.85,48.98,49.85,4.7,0,1,1,1,0
768,1997-03-03,9.76,15.48,41.010000000000005,4.7,1,1,1,1,0
46,1997-03-03,1.33,10.5,24.17,4.7,1,1,0,1,0
769,1997-03-13,0.0,6.35,26.700000000000003,10.4,1,1,8,0,0
1517,1997-03-13,0.0,8.8,34.03,10.4,0,1,8,0,0
47,1997-03-13,0.33,16.83,25.33,10.4,1,1,9,0,0
770,1997-03-14,0.0,0.0,6.35,7.4,1,1,9,0,0
48,1997-03-14,0.0,0.33,16.83,7.4,1,1,8,0,0
1518,1997-03-14,0.0,0.0,8.8,7.4,0,1,9,0,0
771,1997-03-15,0.0,0.0,0.0,9.2,1,1,11,0,0
49,1997-03-15,0.0,0.0,0.33,9.2,1,1,3,2,0
1519,1997-03-15,0.0,0.0,0.0,9.2,0,1,11,0,0
772,1997-12-05,0.0,14.19,14.23,11.5,1,1,10,0,0
245,1997-12-05,0.0,14.2,14.2,11.5,0,1,10,0,0
1520,1997-12-05,0.0,13.52,14.1,11.5,0,1,10,0,0
1189,1997-12-05,0.0,10.42,10.42,11.5,1,1,8,1,0
50,1997-12-05,1.0,1.0,11.0,11.5,1,1,8,0,0
1521,1997-12-06,1.34,1.34,14.86,3.4,0,1,12,0,0
246,1997-12-06,0.0,0.0,14.2,3.4,0,1,12,2,0
773,1997-12-06,0.0,0.0,14.19,3.4,1,1,12,2,0
51,1997-12-06,2.0,3.0,3.0,3.4,1,1,10,2,0
1190,1997-12-06,0.0,0.0,10.42,3.4,1,1,10,1,0
1191,1997-12-07,0.0,0.0,0.0,12.4,1,1,8,1,0
52,1997-12-07,0.0,2.0,3.0,12.4,1,1,8,0,0
247,1997-12-07,0.6,0.6,0.6,12.4,0,1,9,0,0
1522,1997-12-07,0.56,1.9,1.9,12.4,0,1,9,0,0
774,1997-12-07,0.86,0.86,0.86,12.4,1,1,9,0,0
1523,1997-12-08,0.28,0.8400000000000001,2.18,0.0,0,1,1,1,0
248,1997-12-08,0.0,0.6,0.6,0.0,0,1,1,1,0
775,1997-12-08,0.48,1.34,1.34,0.0,1,1,1,1,0
1192,1997-12-08,0.0,0.0,0.0,0.0,1,1,1,0,0
53,1997-12-08,0.0,0.0,2.0,0.0,1,1,1,1,0
1524,1997-12-09,0.28,0.56,1.12,9.1,0,1,8,0,0
776,1997-12-09,0.64,1.12,1.98,9.1,1,1,8,0,0
54,1997-12-09,0.83,0.83,0.83,9.1,1,1,8,0,0
1193,1997-12-09,0.0,0.0,0.0,9.1,1,1,8,1,0
249,1997-12-09,0.0,0.0,0.6,9.1,0,1,8,0,0
250,1997-12-10,0.0,0.0,0.0,0.7,0,1,9,0,0
1525,1997-12-10,0.0,0.28,0.56,0.7,0,1,9,0,0
1194,1997-12-10,0.0,0.0,0.0,0.7,1,1,5,2,0
777,1997-12-10,0.0,0.64,1.12,0.7,1,1,9,0,0
55,1997-12-10,1.67,2.5,2.5,0.7,1,1,5,0,0
778,1998-01-04,0.0,0.0,0.0,12.3,1,1,9,0,0
1526,1998-01-04,0.0,0.0,0.0,12.3,0,1,9,0,0
56,1998-01-04,0.0,0.0,0.0,12.3,1,1,9,0,0
251,1998-01-04,0.0,0.0,0.0,12.3,0,1,9,0,0
1195,1998-01-04,0.0,0.0,0.0,12.3,1,1,9,1,0
1527,1998-01-05,0.0,0.0,0.0,11.5,0,1,12,0,0
57,1998-01-05,0.33,0.33,0.33,11.5,1,1,12,2,0
1196,1998-01-05,0.0,0.0,0.0,11.5,1,1,12,1,0
779,1998-01-05,0.0,0.0,0.0,11.5,1,1,12,2,0
252,1998-01-05,0.0,0.0,0.0,11.5,0,1,12,2,0
1528,1998-01-13,0.5,0.5,0.5,9.4,0,1,10,0,0
1197,1998-01-13,0.49,0.49,0.49,9.4,1,2,10,1,0
253,1998-01-13,1.2,1.2,1.2,9.4,0,1,10,0,0
58,1998-01-13,0.0,2.67,4.34,9.4,1,2,10,2,0
780,1998-01-13,0.99,0.99,0.99,9.4,1,1,10,0,0
1198,1998-01-14,0.0,0.49,0.49,11.6,1,1,8,1,0
1529,1998-01-14,0.0,0.5,0.5,11.6,0,1,9,0,0
59,1998-01-14,0.0,0.0,2.67,11.6,1,1,8,0,0
254,1998-01-14,0.0,1.2,1.2,11.6,0,1,9,0,0
781,1998-01-14,0.0,0.99,0.99,11.6,1,1,9,0,0
255,1998-01-20,0.0,0.0,0.0,5.3,0,1,8,0,0
782,1998-01-20,0.09,0.09,0.09,5.3,1,1,8,0,0
60,1998-01-20,5.0,7.5,7.5,5.3,1,1,8,0,0
1530,1998-01-20,0.0,0.0,0.0,5.3,0,1,8,0,0
1199,1998-01-20,0.49,0.49,0.49,5.3,1,1,8,1,0
256,1998-01-30,0.0,0.0,0.0,6.4,0,1,0,1,0
783,1998-01-30,4.03,4.03,6.33,6.4,1,1,0,1,0
1531,1998-01-30,3.0,3.0,3.0,6.4,0,1,0,1,0
1200,1998-01-30,0.0,0.0,0.98,6.4,1,1,0,0,0
61,1998-01-30,2.0,2.0,7.67,6.4,1,1,0,1,0
1201,1998-01-31,0.49,0.49,0.49,10.0,1,1,14,2,0
257,1998-01-31,0.0,0.0,0.0,10.0,0,1,13,2,0
1532,1998-01-31,0.0,3.0,3.0,10.0,0,1,13,2,0
784,1998-01-31,0.0,4.03,4.03,10.0,1,1,13,2,0
62,1998-01-31,4.0,6.0,6.0,10.0,1,1,14,1,0
63,1998-02-04,0.0,0.0,0.0,12.1,1,1,2,2,0
785,1998-02-04,0.0,0.0,0.0,12.1,1,1,2,1,0
258,1998-02-04,0.0,0.0,0.0,12.1,0,1,2,1,0
1202,1998-02-04,0.0,0.0,0.0,12.1,1,1,2,0,0
1533,1998-02-04,0.0,0.0,0.0,12.1,0,1,2,1,0
1203,1998-02-11,0.0,0.0,2.45,0.0,1,1,0,0,0
1534,1998-02-11,6.24,6.24,6.76,0.0,0,1,5,2,0
786,1998-02-11,2.41,2.5,11.39,0.0,1,1,5,2,0
259,1998-02-11,2.2,12.4,12.4,0.0,0,1,5,2,0
64,1998-02-11,7.67,9.67,10.17,0.0,1,1,0,1,0
787,1998-02-13,2.03,3.41,5.82,1.8,1,1,3,1,0
65,1998-02-13,0.67,12.34,20.01,1.8,1,1,2,2,0
1204,1998-02-13,0.53,0.53,0.53,1.8,1,1,2,0,0
1535,1998-02-13,1.04,1.04,7.28,1.8,0,1,3,1,0
260,1998-02-13,0.8,1.4,3.6,1.8,0,1,3,1,0
261,1998-02-15,0.0,0.0,0.8,10.5,0,1,12,2,0
66,1998-02-15,0.0,0.0,0.67,10.5,1,1,11,2,0
1536,1998-02-15,0.0,0.0,1.04,10.5,0,1,12,0,0
1205,1998-02-15,0.0,0.0,0.53,10.5,1,1,11,1,0
788,1998-02-15,0.0,0.0,2.03,10.5,1,1,12,2,0
1206,1998-02-17,0.0,0.53,0.53,9.1,1,1,0,0,0
1537,1998-02-17,0.0,0.0,0.0,9.1,0,1,1,1,0
789,1998-02-17,0.0,0.0,0.0,9.1,1,1,1,1,0
67,1998-02-17,2.83,3.0,3.0,9.1,1,1,0,1,0
262,1998-02-17,0.0,0.0,0.0,9.1,0,1,1,1,0
1207,1998-02-21,31.26,32.85,36.56,0.4,1,1,11,1,0
68,1998-02-21,40.67,72.67,79.17,0.4,1,1,11,2,0
263,1998-02-21,12.8,13.0,23.6,0.4,0,1,1,1,0
1538,1998-02-21,11.44,11.96,22.88,0.4,0,1,1,1,0
790,1998-02-21,10.57,10.95,15.810000000000002,0.4,1,1,1,1,0
264,1998-03-03,0.0,0.0,0.0,7.7,0,1,11,0,0
1539,1998-03-03,0.0,0.0,0.0,7.7,0,1,11,0,0
791,1998-03-03,0.0,0.0,0.56,7.7,1,1,11,0,0
69,1998-03-03,0.0,0.0,0.0,7.7,1,1,8,0,0
1208,1998-03-03,0.0,0.0,1.59,7.7,1,1,8,1,0
1209,1998-03-04,0.0,0.0,0.0,11.3,1,1,6,2,0
1540,1998-03-04,0.0,0.0,0.0,11.3,0,1,10,0,0
265,1998-03-04,0.0,0.0,0.0,11.3,0,1,10,0,0
792,1998-03-04,0.0,0.0,0.0,11.3,1,1,10,0,0
70,1998-03-04,3.17,3.17,3.17,11.3,1,1,6,0,0
1210,1998-03-06,0.0,0.0,0.0,10.7,1,1,2,0,0
71,1998-03-06,4.83,13.16,16.33,10.7,1,1,2,2,0
1541,1998-03-06,0.0,0.0,0.0,10.7,0,1,2,1,0
793,1998-03-06,0.0,2.19,2.19,10.7,1,1,2,1,0
266,1998-03-06,0.0,0.4,0.4,10.7,0,1,2,1,0
267,1998-03-16,0.2,1.2,18.8,1.7,0,1,10,0,0
72,1998-03-16,3.0,6.83,39.33,1.7,1,1,8,0,0
1542,1998-03-16,0.0,1.62,31.130000000000003,1.7,0,1,10,0,0
794,1998-03-16,0.03,2.03,5.92,1.7,1,1,10,0,0
1211,1998-03-16,0.0,3.14,19.92,1.7,1,1,8,1,0
795,1998-03-19,1.13,1.5399999999999998,1.5699999999999998,9.4,1,1,10,0,0
73,1998-03-19,0.67,15.67,23.0,9.4,1,1,9,0,0
1543,1998-03-19,7.51,7.51,7.51,9.4,0,1,10,0,0
268,1998-03-19,4.4,4.6000000000000005,4.800000000000001,9.4,0,1,10,0,0
1212,1998-03-19,4.71,4.71,7.859999999999999,9.4,1,1,9,1,0
74,1998-03-22,0.0,0.0,0.0,8.5,1,1,11,2,0
1544,1998-03-22,0.0,0.0,0.0,8.5,0,1,12,0,0
1213,1998-03-22,0.0,0.0,0.0,8.5,1,1,11,1,0
269,1998-03-22,0.4,0.4,0.4,8.5,0,1,12,2,0
270,1998-12-06,0.0,0.0,0.0,7.0,0,1,13,2,0
1545,1998-12-06,0.0,0.0,24.56,7.0,0,1,13,2,0
1214,1998-12-07,2.61,2.61,3.13,2.8,1,1,13,2,0
271,1998-12-07,0.6,0.6,0.6,2.8,0,1,12,2,0
1546,1998-12-07,4.84,4.84,4.84,2.8,0,1,12,0,0
1215,1998-12-09,0.0,0.75,3.36,8.9,1,1,12,1,0
1547,1998-12-09,0.0,1.34,6.18,8.9,0,1,10,0,0
272,1998-12-09,0.0,0.0,0.6,8.9,0,1,10,0,0
1216,1998-12-14,0.0,0.0,0.0,4.9,1,1,12,1,0
1217,1998-12-16,0.0,0.0,0.0,10.6,1,1,7,2,0
1548,1998-12-22,0.0,0.0,0.0,8.5,0,1,9,0,0
273,1998-12-22,0.0,0.0,0.0,8.5,0,1,9,0,0
1549,1998-12-24,0.0,0.0,0.0,11.5,0,1,5,2,0
274,1998-12-24,0.0,0.0,0.0,11.5,0,1,5,2,0
1550,1999-01-05,0.0,0.0,0.0,11.0,0,1,9,0,0
275,1999-01-05,0.0,0.0,2.58,11.0,0,1,9,0,0
1218,1999-01-06,0.0,0.0,0.0,10.3,1,1,10,1,0
276,1999-01-07,0.0,0.0,0.0,8.1,0,1,10,0,0
1551,1999-01-07,0.0,0.0,0.0,8.1,0,1,10,0,0
277,1999-01-08,0.0,0.0,0.0,1.9,0,1,10,0,0
1552,1999-01-08,0.0,0.0,0.0,1.9,0,1,10,0,0
1219,1999-01-13,0.0,0.0,0.0,1.7,1,1,4,0,0
1220,1999-01-18,35.16,64.12,64.12,6.1,1,1,10,1,1
1221,1999-01-20,0.0,0.0,35.16,13.0,1,1,3,0,1
278,1999-01-21,2.07,2.07,2.07,0.4,0,1,4,2,0
1553,1999-01-21,2.46,2.46,2.46,0.4,0,1,4,1,0
279,1999-01-23,1.03,15.0,17.07,2.0,0,1,4,2,0
1554,1999-01-23,0.0,21.58,24.04,2.0,0,1,4,1,0
280,1999-01-25,0.0,0.0,1.03,11.6,0,1,7,0,0
1555,1999-01-25,0.0,0.0,0.0,11.6,0,1,7,2,0
281,1999-01-26,0.0,0.0,0.0,12.8,0,1,7,0,0
1556,1999-01-26,0.0,0.0,0.0,12.8,0,1,7,2,0
1222,1999-01-27,0.0,0.0,0.0,12.5,1,1,13,2,0
1557,1999-01-27,0.0,0.0,0.0,12.5,0,1,11,0,0
282,1999-01-27,0.0,0.0,0.0,12.5,0,1,11,0,0
1223,1999-02-03,0.0,0.0,1.41,7.8,1,1,7,2,0
283,1999-02-04,0.0,0.0,0.0,10.2,0,1,6,2,0
1558,1999-02-04,0.0,0.0,0.0,10.2,0,1,6,2,0
284,1999-02-06,0.0,0.0,0.0,10.3,0,1,3,1,0
1559,1999-02-06,0.0,0.0,0.0,10.3,0,1,3,1,0
285,1999-02-07,0.5,0.5,0.5,0.5,0,1,4,2,0
1560,1999-02-07,0.0,0.0,0.0,0.5,0,1,4,1,0
1224,1999-02-08,0.0,0.0,0.0,9.2,1,1,7,2,0
1225,1999-02-10,0.0,0.0,0.0,1.7,1,1,7,2,0
286,1999-02-10,0.0,0.0,0.0,1.7,0,1,5,2,0
1561,1999-02-10,0.0,0.0,0.0,1.7,0,1,5,2,0
1226,1999-02-15,0.0,0.0,0.0,4.5,1,1,4,0,1
1227,1999-02-17,0.0,0.0,0.0,7.8,1,1,4,0,0
1562,1999-02-19,0.0,0.0,0.0,1.6,0,1,2,1,0
287,1999-02-19,0.0,0.0,0.0,1.6,0,1,2,1,0
1563,1999-02-20,0.0,0.0,0.0,4.2,0,1,14,2,0
288,1999-02-20,0.0,0.0,0.0,4.2,0,1,14,2,0
289,1999-02-22,0.0,0.0,0.0,7.9,0,1,3,1,0
1564,1999-02-22,0.0,0.0,0.0,7.9,0,1,3,1,0
1228,1999-03-01,0.0,0.0,0.0,7.2,1,1,12,1,0
1565,1999-03-06,7.69,8.68,8.68,0.1,0,1,1,1,0
290,1999-03-06,8.96,9.45,9.45,0.1,0,1,1,1,0
291,1999-03-08,14.43,42.8,51.76,1.3,0,1,2,1,0
1566,1999-03-08,7.95,22.16,29.85,1.3,0,1,2,1,0
1567,1999-03-09,0.0,7.95,22.16,0.0,0,1,2,1,0
292,1999-03-09,0.0,14.43,42.8,0.0,0,1,2,1,0
1568,1999-03-11,0.0,0.0,0.0,4.0,0,1,4,1,0
293,1999-03-11,6.96,8.95,8.95,4.0,0,1,4,2,1
1229,1999-03-17,0.0,0.0,0.0,5.0,1,1,7,2,1
1569,1999-03-21,0.0,0.0,0.0,6.9,0,1,9,0,0
294,1999-03-21,0.0,0.0,0.0,6.9,0,1,9,0,0
295,1999-03-22,0.0,0.0,0.0,4.3,0,1,6,2,0
1570,1999-03-22,0.0,0.0,0.0,4.3,0,1,6,2,0
296,1999-11-02,0.0,0.0,0.0,2.9,0,1,2,1,0
1571,1999-11-02,0.0,0.0,0.0,2.9,0,1,2,1,0
796,1999-11-02,0.0,0.0,0.0,2.9,1,1,2,1,0
297,1999-11-10,0.49,1.99,1.99,1.0,0,1,1,1,0
1572,1999-11-10,0.0,4.83,4.83,1.0,0,1,1,1,0
797,1999-11-10,0.0,3.38,3.38,1.0,1,1,1,1,0
1573,1999-11-18,4.29,4.29,4.29,0.5,0,1,1,1,0
298,1999-11-18,3.48,3.48,3.48,0.5,0,1,1,1,0
798,1999-11-18,3.86,3.86,3.86,0.5,1,1,1,1,0
299,1999-11-25,2.48,3.48,3.48,3.3,0,1,10,0,0
1574,1999-11-25,2.68,3.22,3.22,3.3,0,1,10,0,0
799,1999-11-25,3.85,5.3,5.3,3.3,1,1,10,0,0
1575,1999-12-01,0.0,0.0,0.61,3.9,0,1,11,0,0
300,1999-12-01,0.0,0.0,0.5,3.9,0,1,11,0,0
1230,1999-12-02,0.0,0.0,0.0,8.4,1,1,10,1,0
301,1999-12-09,0.0,1.38,1.38,10.3,0,1,12,2,0
1231,1999-12-09,0.0,0.0,3.91,10.3,1,1,7,2,0
1576,1999-12-09,0.0,4.84,4.84,10.3,0,1,12,0,0
1577,1999-12-16,0.0,0.0,1.81,11.4,0,1,10,0,0
800,1999-12-16,0.0,0.0,1.5,11.4,1,1,10,0,0
302,1999-12-16,0.0,0.0,3.44,11.4,0,1,10,0,0
1578,1999-12-23,0.0,4.44,14.32,12.5,0,1,9,0,0
801,1999-12-23,0.0,3.0,15.5,12.5,1,1,9,0,0
303,1999-12-23,0.0,1.54,12.35,12.5,0,1,9,0,0
802,1999-12-30,0.0,0.0,0.0,5.2,1,1,2,1,0
304,1999-12-30,0.0,0.0,0.0,5.2,0,1,2,1,0
1579,1999-12-30,0.0,0.0,0.0,5.2,0,1,2,1,0
1580,2000-01-06,0.0,0.0,2.47,6.9,0,1,12,0,0
803,2000-01-06,0.0,0.0,1.5,6.9,1,1,12,2,0
305,2000-01-06,0.0,0.0,1.54,6.9,0,1,12,2,0
306,2000-01-13,0.0,0.0,0.0,7.1,0,1,3,1,0
804,2000-01-13,0.0,0.0,0.0,7.1,1,1,3,1,0
1232,2000-01-13,0.0,0.0,0.0,7.1,1,1,6,2,0
1581,2000-01-13,0.0,0.0,0.0,7.1,0,1,3,1,0
805,2000-01-18,0.0,0.0,0.0,9.0,1,1,12,2,0
307,2000-01-18,0.0,0.0,0.0,9.0,0,1,12,2,0
1582,2000-01-18,0.0,0.0,0.0,9.0,0,1,12,0,0
1233,2000-01-20,3.5,12.5,12.5,8.9,1,1,6,2,0
1234,2000-01-27,5.0,6.5,27.0,1.0,1,1,4,0,0
806,2000-01-28,0.0,6.56,7.029999999999999,3.7,1,1,12,2,0
308,2000-01-28,0.0,2.06,3.09,3.7,0,1,12,2,0
1583,2000-01-28,0.0,3.31,3.86,3.7,0,1,12,0,0
807,2000-02-03,0.0,0.47,1.4,7.2,1,1,11,0,0
309,2000-02-03,0.0,0.51,1.03,7.2,0,1,11,0,0
1584,2000-02-03,0.0,0.0,1.1,7.2,0,1,11,0,0
1235,2000-02-03,0.0,0.0,0.0,7.2,1,1,6,2,0
1585,2000-02-10,0.0,0.0,0.0,8.8,0,1,9,0,0
310,2000-02-10,0.0,0.0,0.0,8.8,0,1,9,0,0
1236,2000-02-10,0.0,0.0,0.0,8.8,1,1,9,1,0
